origin,destination,herb_road,herb_rail,wood_road,wood_rail
6027,25,467.018,950.455,418.599,949.947
6027,26,436.742,368.641,390.054,368.641
6027,27,353.78,368.641,307.092,368.641
6027,28,410.177,368.641,363.489,368.641
6027,29,450.667,950.455,399.756,949.947
6027,30,457.055,368.641,410.367,368.641
6027,31,388.112,368.641,341.425,368.641
6027,32,383.722,449.068,337.034,449.068
6027,33,532.728,368.641,486.04,368.641
6027,34,422.04,0.0,375.352,0.0
6027,35,670.547,587.639,528.291,1025.23
6027,36,609.2,449.068,562.512,449.068
6027,37,422.582,587.639,375.894,587.639
6027,38,369.728,681.536,416.864,0.0
6027,39,353.091,503.029,306.404,503.029
6027,40,348.937,302.758,302.249,302.758
6027,41,283.849,0.0,237.162,0.0
6027,42,447.129,165.474,400.441,165.474
6027,43,465.587,165.474,418.899,165.474
6027,44,355.117,165.474,308.43,165.474
6027,45,342.554,165.474,295.866,165.474
6029,9,65.0348,253.872,116.641,197.022
6029,10,46.5543,197.022,77.3217,197.022
6029,11,72.9169,305.945,103.684,305.945
6029,12,282.79,253.872,363.082,0.0
6029,13,359.873,0.0,295.642,0.0
6029,14,53.1287,197.022,83.8961,197.022
6029,15,109.743,305.945,140.51,305.945
6029,16,116.631,681.536,176.913,727.497
6029,17,51.8811,74.1901,82.6485,74.1901
6029,18,111.034,0.0,145.181,0.0
6029,19,69.445,596.65,100.212,596.65
6029,20,106.384,368.641,137.151,368.641
6029,21,99.97,681.536,177.401,727.497
6029,22,131.552,368.641,162.32,368.641
6029,23,151.598,681.536,229.029,727.497
6029,24,185.321,368.641,216.089,368.641
6029,25,175.034,950.455,204.071,949.947
6029,26,144.758,368.641,175.526,368.641
6029,27,61.7967,368.641,92.5641,368.641
6029,28,118.194,368.641,148.961,368.641
6029,29,158.684,950.455,185.228,949.947
6029,30,165.072,368.641,195.839,368.641
6029,31,96.1293,368.641,126.897,368.641
6029,32,91.7384,449.068,122.506,449.068
6029,33,240.745,368.641,271.512,368.641
6029,34,149.299,303.049,174.163,296.772
6029,35,378.564,587.639,313.763,1025.23
6029,36,317.216,449.068,347.984,449.068
6029,37,130.599,587.639,161.366,587.639
6029,38,77.7446,681.536,155.176,727.497
6029,39,61.1082,503.029,91.8756,503.029
6029,40,56.9535,302.758,87.7209,302.758
6029,41,127.849,0.0,164.217,0.0
6029,42,155.146,165.474,185.913,165.474
6029,43,173.604,165.474,204.371,165.474
6029,44,63.1342,165.474,93.9016,165.474
6029,45,50.571,165.474,81.3384,165.474
6031,9,102.856,179.682,125.587,81.283
6031,10,84.3752,122.832,91.9102,0.0
6031,11,110.738,231.755,112.63,190.206
6031,12,320.611,179.682,354.453,81.283
6031,13,375.913,179.682,402.636,115.739
6031,14,90.9495,122.832,92.8422,81.283
6031,15,147.564,231.755,149.456,190.206
6031,16,154.452,607.346,185.859,611.758
6031,17,78.6417,0.0,92.6875,0.0
6031,18,165.08,74.1901,166.973,115.739
6031,19,145.993,0.0,142.994,0.0
6031,20,144.205,294.451,146.097,252.902
6031,21,137.791,607.346,186.347,611.758
6031,22,169.373,294.451,171.266,252.902
6031,23,189.418,607.346,237.975,611.758
6031,24,223.142,294.451,225.035,252.902
6031,25,212.855,876.265,213.017,834.208
6031,26,182.579,294.451,184.472,252.902
6031,27,99.6175,294.451,101.51,252.902
6031,28,156.015,294.451,157.907,252.902
6031,29,196.505,876.265,194.174,834.208
6031,30,202.893,294.451,204.785,252.902
6031,31,133.95,294.451,135.843,252.902
6031,32,129.559,374.878,131.452,333.329
6031,33,278.565,294.451,280.458,252.902
6031,34,187.119,377.239,183.109,412.511
6031,35,416.385,513.449,322.709,909.493
6031,36,355.037,374.878,356.93,333.329
6031,37,168.42,513.449,170.312,471.9
6031,38,115.565,607.346,164.122,611.758
6031,39,149.844,107.381,146.844,107.381
6031,40,94.7743,376.949,96.6671,418.497
6031,41,184.116,74.1901,186.008,115.739
6031,42,158.717,0.0,155.718,0.0
6031,43,177.175,0.0,174.176,0.0
6031,44,66.7054,0.0,63.7063,0.0
6031,45,99.6312,0.0,81.5026,0.0
6033,9,206.317,206.254,210.93,281.694
6033,10,187.837,263.103,163.07,394.514
6033,11,214.199,150.283,189.433,281.694
6033,12,424.073,206.254,431.227,281.694
6033,13,479.375,206.254,486.529,281.694
6033,14,194.121,206.254,169.645,394.514
6033,15,251.025,150.283,226.259,281.694
6033,16,315.341,0.0,333.594,0.0
6033,17,193.163,382.038,168.397,513.449
6033,18,268.542,456.228,243.775,587.639
6033,19,210.727,365.646,185.961,509.325
6033,20,247.666,87.5869,222.9,218.998
6033,21,222.322,435.731,330.202,0.0
6033,22,223.793,0.0,242.046,0.0
6033,23,354.961,0.0,373.214,0.0
6033,24,193.447,0.0,211.7,0.0
6033,25,297.387,678.656,289.819,678.148
6033,26,197.352,0.0,215.605,0.0
6033,27,196.538,21.1681,171.772,152.579
6033,28,190.155,0.0,208.408,0.0
6033,29,398.095,0.0,270.977,678.148
6033,30,132.38,0.0,150.633,0.0
6033,31,166.409,0.0,184.662,0.0
6033,32,144.328,0.0,162.581,0.0
6033,33,199.064,0.0,217.317,0.0
6033,34,290.581,759.277,259.912,884.411
6033,35,287.173,0.0,268.92,0.0
6033,36,242.015,0.0,260.268,0.0
6033,37,54.6379,0.0,36.385,0.0
6033,38,282.08,0.0,300.333,0.0
6033,39,202.391,473.028,177.624,616.706
6033,40,198.236,758.987,173.469,890.398
6033,41,287.577,456.228,262.811,587.639
6033,42,273.564,190.934,248.797,334.612
6033,43,253.996,190.934,229.23,334.612
6033,44,204.417,371.981,179.65,503.392
6033,45,202.63,263.103,177.863,394.514
6035,9,227.199,431.332,284.197,421.551
6035,10,208.718,488.182,236.337,534.142
6035,11,235.081,375.591,262.7,421.551
6035,12,440.806,0.0,421.761,0.0
6035,13,496.108,0.0,477.063,0.0
6035,14,215.003,431.332,242.911,534.142
6035,15,271.907,375.591,299.526,421.551
6035,16,269.957,0.0,250.912,0.0
6035,17,214.045,607.346,241.664,653.306
6035,18,289.423,681.536,317.042,727.497
6035,19,231.609,702.608,259.228,748.568
6035,20,268.548,324.178,296.167,370.138
6035,21,175.122,0.0,156.077,0.0
6035,22,293.716,324.178,337.453,0.0
6035,23,60.9385,0.0,41.8935,0.0
6035,24,316.326,0.0,277.993,0.0
6035,25,132.483,0.0,187.831,0.0
6035,26,331.808,0.0,296.456,0.0
6035,27,217.42,345.862,245.038,391.822
6035,28,280.358,324.178,315.617,0.0
